ID,Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll,Gender,Age,User_Age_Group
921,2111,0,1,1,1,100,1,0,0,5962,Female,54,Senior
922,322454,0,4,1,1,44591,23,250,1,5961,Female,60,Senior
923,4600,0,1,1,1,140,1,0,0,5959,Female,22,Young
924,23390,0,1,1,1,1650,3,150,1,5958,Male,28,Young
925,210496,0,1,1,1,9022,24,4900,19,5953,Male,43,Adult
926,40189,0,1,1,1,0,0,0,0,5952,Female,32,Adult
927,21747,0,1,1,1,0,0,0,0,5638,Female,23,Young
928,212051,0,5,1,1,76256,23,2993,6,5523,Male,26,Young
929,266200,0,1,1,1,5000,1,0,0,5583,Male,64,Senior
930,54148,0,4,1,1,40233,14,350,1,5949,Male,57,Senior
931,25512,0,1,1,1,0,0,0,0,5393,Female,40,Adult
932,28519,0,1,1,1,2125,2,0,0,5405,Male,46,Adult
933,219387,0,5,1,1,105913,21,150,2,5951,Male,70,Senior
934,163964,0,3,1,1,11385,11,0,0,5948,Male,30,Young
935,49736,0,1,1,1,3200,4,700,3,6038,Male,46,Adult
936,10084,0,1,1,1,500,1,500,1,5946,Female,55,Senior
937,22988,0,2,1,1,9347,14,1200,4,5944,Female,26,Young
938,17739,0,1,1,1,437,4,0,0,5941,Female,43,Adult
939,152426,0,1,1,1,6000,6,2000,4,5939,Female,27,Young
940,34428,0,1,1,1,2625,10,0,0,5938,Male,62,Senior
941,124030,0,5,1,1,61599,16,0,0,5934,Male,66,Senior
942,17336,0,1,1,1,2375,12,0,0,5934,Male,24,Young
943,290012,0,5,1,1,64360,18,650,2,5931,Male,76,Senior
944,29125,0,3,1,1,10930,14,0,0,5945,Female,47,Adult
945,83848,0,4,1,1,28202,14,0,0,5927,Male,18,Young
946,133264,0,5,1,1,74067,21,0,0,5926,Male,53,Senior
947,124869,0,3,1,1,30116,16,0,0,5924,Female,72,Senior
948,39233,0,4,1,1,27545,13,0,0,5920,Male,64,Senior
949,13050,0,3,1,1,13617,16,0,0,5920,Male,64,Senior
950,90855,0,3,1,1,23992,13,0,0,5919,Male,23,Young
951,44824,0,1,3,1,21107,19,2000,4,5916,Female,54,Senior
952,3663,0,1,1,1,894,10,0,0,5916,Female,61,Senior
953,44293,0,3,1,1,21920,21,100,1,5913,Male,44,Adult
954,31319,0,1,1,1,7552,5,0,0,5912,Female,55,Senior
955,40757,0,3,1,1,14002,11,0,0,5912,Male,69,Senior
956,130356,0,1,1,1,150,1,150,1,5910,Male,55,Senior
957,125077,0,3,1,1,21881,14,0,0,5905,Male,49,Adult
958,226826,0,5,1,1,91660,21,500,1,5906,Male,40,Adult
959,38150,0,3,1,1,16688,15,0,0,5854,Female,64,Senior
960,20342,0,1,1,1,3291,9,0,0,5829,Female,79,Senior
961,45781,0,2,1,1,6498,13,0,0,5801,Female,37,Adult
962,144525,0,1,1,1,2833,4,0,0,5785,Female,18,Young
963,37571,0,2,1,1,7197,15,0,0,5762,Female,27,Young
964,112013,0,3,1,1,24943,14,0,0,5734,Female,64,Senior
965,30638,0,3,1,1,48963,16,0,0,5696,Female,47,Adult
966,55997,0,5,1,1,68320,23,0,0,5899,Male,75,Senior
967,11447,0,1,1,1,1945,13,0,0,5902,Female,36,Adult
968,17778,0,1,1,1,0,0,0,0,5897,Female,68,Senior
969,13375,4301,4,1,1,15732,43,9200,28,5916,Male,77,Senior
970,118572,0,3,1,1,21426,19,0,0,5892,Female,58,Senior
971,13720,0,1,1,1,0,0,0,0,5884,Female,43,Adult
972,11030,0,1,1,1,0,0,0,0,5884,Male,79,Senior
973,8651,0,4,1,1,41586,22,950,5,5882,Female,21,Young
974,281626,0,5,1,1,53521,16,0,0,5878,Female,62,Senior
975,26367,0,3,1,1,19649,15,0,0,5874,Male,19,Young
976,120945,0,1,1,1,4300,4,300,2,5871,Female,26,Young
977,2843,0,4,1,1,44130,35,7450,20,5869,Male,35,Adult
978,11782,0,1,1,1,0,0,0,0,5864,Male,44,Adult
979,89480,0,1,1,1,2946,4,1946,3,5902,Male,48,Adult
980,20702,0,4,1,1,30451,24,1100,5,5856,Male,59,Senior
981,15108,0,1,1,1,2850,16,0,0,5876,Male,52,Senior
982,24917,0,3,1,1,16239,13,150,1,5857,Female,46,Adult
983,132910,0,5,1,1,75540,46,250,1,5856,Male,35,Adult
984,61227,0,2,1,1,6957,10,0,0,5647,Female,54,Senior
985,2117,0,1,1,1,769,7,0,0,5609,Female,71,Senior
986,38964,0,3,1,1,35166,26,3200,8,5553,Female,69,Senior
987,20498,0,1,1,1,7826,20,7226,18,5491,Male,49,Adult
988,131554,0,5,1,1,64937,15,0,0,5428,Female,66,Senior
989,55661,0,3,1,1,15107,13,0,0,5387,Female,43,Adult
990,84949,0,4,1,1,41854,15,0,0,5336,Male,52,Senior
991,139897,0,3,1,1,21065,28,50,1,5329,Female,62,Senior
992,155587,0,1,1,1,6893,9,0,0,5279,Female,41,Adult
993,24310,0,1,1,1,2815,6,0,0,5266,Female,75,Senior
994,106115,0,3,1,1,16197,21,500,1,5219,Female,20,Young
995,238641,0,5,1,1,61971,15,850,2,5849,Female,48,Adult
996,70671,0,1,1,1,0,0,0,0,5850,Female,54,Senior
997,31593,0,1,1,1,3128,12,0,0,5846,Female,60,Senior
998,101397,0,3,1,1,19173,12,0,0,5847,Female,60,Senior
999,133052,0,3,1,1,17424,15,0,0,5843,Female,77,Senior
1000,37252,0,3,1,1,15774,19,0,0,5842,Male,79,Senior
1001,15241,0,1,1,1,0,0,0,0,5840,Male,58,Senior
1002,21101,0,1,1,1,7171,32,0,0,5839,Female,35,Adult
1003,80612,0,4,1,1,32334,20,0,0,5839,Female,70,Senior
1004,45542,0,5,1,1,59012,14,0,0,5835,Male,75,Senior
1005,5274,0,1,1,1,2074,11,0,0,5834,Female,57,Senior
1006,101089,0,3,1,1,23503,17,0,0,5834,Female,39,Adult
1007,7560,0,1,1,1,0,0,0,0,5833,Female,42,Adult
1008,255797,0,5,1,1,62107,16,0,0,5832,Female,43,Adult
1009,192046,0,4,1,1,54818,52,1200,3,5829,Female,23,Young
1010,370596,0,5,1,1,50120,12,0,0,5826,Female,57,Senior
1011,141491,0,5,1,1,63060,6,0,0,5827,Male,60,Senior
1012,89527,0,3,1,1,22206,14,0,0,5821,Male,32,Adult
1013,330644,0,1,1,1,0,0,0,0,5822,Female,47,Adult
1014,49430,0,4,1,1,31471,16,0,0,5822,Female,68,Senior
1015,114070,0,2,1,1,16293,24,250,1,5818,Female,41,Adult
1016,124004,0,2,1,1,9982,12,0,0,5815,Female,61,Senior
1017,10497,0,1,1,1,0,0,0,0,5815,Male,20,Young
1018,8327,0,1,1,1,2900,4,150,1,5814,Male,40,Adult
1019,25463,0,2,1,1,7973,14,0,0,5813,Male,65,Senior
1020,85036,0,4,1,1,43825,21,0,0,5807,Female,42,Adult
1021,11449,0,1,1,1,24415,11,0,0,5864,Male,67,Senior
1022,54392,0,1,1,1,0,0,0,0,5807,Male,19,Young
1023,52577,0,1,1,1,441,12,0,0,5804,Male,52,Senior
1024,80174,0,1,1,1,500,1,0,0,5804,Male,74,Senior
1025,96827,1094,1,1,1,12100,19,8100,17,5801,Female,72,Senior
1026,9489,0,1,1,1,5359,14,0,0,5807,Male,59,Senior
1027,57587,0,1,1,1,2620,6,0,0,5799,Female,36,Adult
1028,131306,0,3,1,1,32115,15,0,0,5797,Female,50,Adult
1029,39985,0,3,1,1,15103,21,0,0,5794,Male,73,Senior
1030,71627,0,1,1,1,3225,9,600,2,5793,Female,58,Senior
1031,161396,0,3,1,1,26695,11,1000,2,5792,Male,35,Adult
1032,81300,0,1,1,1,3750,5,250,3,5791,Male,57,Senior
1033,66015,0,2,1,1,26706,30,2676,7,5790,Male,40,Adult
1034,7800,0,1,1,1,200,1,0,0,5787,Male,72,Senior
1035,27348,0,1,1,1,3084,4,0,0,5824,Female,28,Young
1036,153554,0,1,1,1,11786,6,1750,4,5784,Male,31,Adult
1037,42990,0,1,1,1,5345,3,0,0,5804,Male,40,Adult
1038,16664,0,1,1,1,0,0,0,0,5778,Female,71,Senior
1039,37618,0,3,1,1,17385,7,0,0,5818,Male,37,Adult
1040,53384,0,3,1,1,16907,12,0,0,5778,Male,63,Senior
1041,43326,0,1,1,1,1100,7,1100,7,5776,Male,48,Adult
1042,113683,0,3,1,1,11821,12,0,0,5773,Male,43,Adult
1043,77930,0,4,1,1,37541,35,3600,18,5773,Female,60,Senior
1044,27625,0,3,1,1,27799,16,500,1,5772,Female,68,Senior
1045,33835,0,1,1,1,2280,7,1000,2,5771,Female,27,Young
1046,170049,3692,2,1,1,10232,16,750,2,5770,Female,45,Adult
1047,154664,0,4,1,3,73881,33,0,0,5769,Male,34,Adult
1048,36935,0,4,1,1,34448,17,0,0,5766,Male,26,Young
1049,67904,0,1,1,1,81,1,0,0,5764,Female,79,Senior
1050,57434,0,2,1,1,11140,16,0,0,5770,Male,21,Young
1051,11031,0,1,1,1,1600,5,0,0,5762,Male,27,Young
1052,78268,0,1,1,1,6172,13,500,1,5758,Female,44,Adult
1053,98213,0,5,1,1,68013,29,0,0,5755,Male,78,Senior
1054,9430,0,3,1,1,11323,13,0,0,5756,Male,65,Senior
1055,5195,0,1,1,1,33050,3,50,1,5755,Male,18,Young
1056,9793,0,1,1,1,3100,2,0,0,5755,Male,74,Senior
1057,34690,0,3,1,1,18124,14,0,0,5752,Male,58,Senior
1058,138368,0,5,1,1,68663,13,0,0,5755,Male,53,Senior
1059,63547,0,4,1,1,31745,14,0,0,5748,Female,45,Adult
1060,217130,0,4,1,1,51202,20,0,0,5745,Male,31,Adult
1061,14106,0,1,1,1,475,4,0,0,5749,Female,44,Adult
1062,44026,0,2,1,1,12282,18,634,1,5738,Female,71,Senior
1063,62183,1896,4,1,1,38635,18,0,0,5738,Male,72,Senior
1064,165534,0,5,1,1,71312,18,1000,2,5736,Male,20,Young
1065,45358,0,3,1,1,14507,9,0,0,5735,Female,43,Adult
1066,72325,0,5,1,1,56792,16,0,0,5731,Female,34,Adult
1067,190285,0,5,1,1,69262,16,348,1,5728,Female,75,Senior
1068,235567,0,3,1,1,16106,15,0,0,5728,Female,47,Adult
1069,305519,0,5,1,1,79216,27,650,3,5724,Male,47,Adult
1070,161546,0,1,1,1,8042,6,600,2,5722,Female,71,Senior
1071,38884,0,1,1,1,2850,13,500,1,5729,Male,74,Senior
1072,42040,1000,1,1,1,14189,17,4034,13,5717,Male,39,Adult
1073,96988,0,2,1,1,7761,14,0,0,5715,Female,69,Senior
1074,24394,0,1,1,1,3250,3,250,1,5713,Male,39,Adult
1075,354641,0,5,1,1,77694,29,3600,9,5710,Female,35,Adult
1076,39313,0,3,1,1,24091,16,0,0,5706,Female,56,Senior
1077,468,0,1,1,1,26650,14,550,3,5708,Female,43,Adult
1078,146014,0,4,1,1,26366,17,700,3,5822,Male,59,Senior
1079,42999,0,4,1,1,33801,12,350,1,5653,Male,67,Senior
1080,37163,0,3,1,1,19318,14,0,0,4988,Female,79,Senior
1081,6158,0,4,1,1,27754,14,0,0,5546,Female,66,Senior
1082,108904,0,3,1,1,19931,17,0,0,5255,Male,53,Senior
1083,25168,0,1,1,1,500,1,500,1,5547,Male,20,Young
1084,68454,0,3,1,1,13667,12,0,0,5559,Female,21,Young
1085,70877,0,2,1,1,8956,15,0,0,5696,Female,66,Senior
1086,1057,0,1,1,1,433,5,0,0,5622,Female,41,Adult
1087,35342,0,5,1,1,70454,12,0,0,5534,Male,61,Senior
1088,16992,0,1,1,1,0,0,0,0,5582,Male,37,Adult
1089,2558,0,1,1,1,6264,10,0,0,5581,Female,23,Young
1090,196093,0,1,1,1,14000,3,0,0,5595,Male,40,Adult
1092,269558,0,1,1,1,10000,1,0,0,5472,Male,45,Adult
1093,88500,0,1,1,1,2500,2,0,0,5090,Female,41,Adult
1094,8719,0,1,1,1,2000,9,0,0,5671,Female,64,Senior
1095,36936,0,1,1,1,2875,16,0,0,5492,Male,79,Senior
1096,427357,0,2,1,1,6027,12,0,0,5587,Female,55,Senior
1097,258422,0,4,1,1,48708,17,0,0,5657,Female,66,Senior
1098,75428,0,2,1,1,7539,14,0,0,5609,Female,47,Adult
1099,34383,0,3,1,1,22956,12,0,0,5611,Male,63,Senior
1100,82120,0,1,1,1,8000,3,0,0,5619,Male,18,Young
1101,34546,0,1,1,1,1500,2,0,0,5612,Female,74,Senior
1102,92641,0,1,1,1,5265,6,0,0,5568,Male,58,Senior
1103,95100,0,1,1,1,1250,3,1250,3,5671,Female,36,Adult
1104,19960,0,1,1,1,0,0,0,0,4896,Female,34,Adult
1105,47150,0,4,1,1,39561,18,0,0,5577,Female,69,Senior
1106,1650,0,1,1,1,1250,3,250,1,5554,Male,42,Adult
1107,100992,0,1,1,1,8144,16,409,2,5422,Female,36,Adult
1108,68610,0,2,1,1,6115,12,0,0,5349,Male,46,Adult
1109,75684,0,2,1,1,27320,9,0,0,5316,Female,73,Senior
1110,42438,0,1,1,1,519,10,0,0,5349,Female,70,Senior
1111,17645,0,4,1,1,60978,20,0,0,5660,Female,20,Young
1112,24545,0,1,1,1,0,0,0,0,5671,Male,71,Senior
1113,84633,0,3,1,1,10771,10,0,0,5479,Male,46,Adult
1114,103891,1388,5,1,1,140573,21,1150,3,5699,Female,75,Senior
1115,39847,0,5,1,1,95918,38,150,1,5694,Male,51,Senior
1116,47938,0,3,1,1,12656,13,0,0,5708,Male,56,Senior
1117,88929,0,4,1,1,44932,20,650,2,5694,Male,73,Senior
1118,129866,0,5,1,1,66150,30,0,0,5692,Female,45,Adult
1119,22585,0,1,1,1,3430,3,0,0,5689,Female,27,Young
1120,47394,0,2,1,1,31347,19,2150,5,5688,Female,76,Senior
1121,73640,0,2,1,1,10192,14,0,0,5156,Female,25,Young
1122,247743,0,4,1,1,51296,20,500,1,5087,Male,65,Senior
1123,295008,0,5,1,1,136704,27,0,0,5028,Male,45,Adult
1124,117543,4116,4,1,1,32355,21,600,2,4954,Male,26,Young
1125,102803,0,5,1,1,90605,20,0,0,5701,Female,48,Adult
1126,89945,0,2,1,1,14218,16,350,1,5680,Male,30,Young
1127,739476,0,1,1,1,24215,8,322,1,5678,Male,73,Senior
1128,69337,0,3,1,1,17740,13,0,0,5667,Male,67,Senior
1129,140866,0,3,1,1,15906,17,0,0,5672,Male,35,Adult
1130,25634,2505,1,1,1,0,0,0,0,5663,Male,56,Senior
1131,82078,0,4,1,1,40279,9,0,0,5664,Male,26,Young
1132,33327,0,1,1,1,1000,1,0,0,5664,Male,35,Adult
1133,95783,0,3,1,1,14506,13,0,0,5659,Female,64,Senior
1134,27591,0,1,1,1,8209,34,1800,16,5659,Female,53,Senior
1135,82114,0,5,1,1,58335,15,0,0,5658,Male,62,Senior
1136,15917,2586,5,1,1,105449,25,200,2,5653,Female,36,Adult
1137,140511,0,4,1,1,32105,16,0,0,5651,Female,76,Senior
1138,375927,0,2,1,1,18202,30,1100,3,5652,Female,19,Young
1139,28223,0,2,1,1,8625,12,0,0,5651,Male,21,Young
1140,33129,0,3,1,1,30775,14,500,1,5647,Male,26,Young
1141,1625,0,1,1,1,1375,4,0,0,1547,Female,31,Adult
1142,52819,0,4,1,1,37535,15,1000,2,5645,Female,49,Adult
1143,3507,1745,1,1,1,14500,7,0,0,5643,Female,43,Adult
1144,14769,0,1,1,1,500,1,0,0,5639,Male,77,Senior
1145,37215,0,2,1,1,8199,8,0,0,5637,Female,54,Senior
1146,115655,0,4,1,1,64968,21,500,1,5631,Female,35,Adult
1147,179251,0,3,1,1,14775,16,200,2,5629,Male,23,Young
1148,24418,0,2,1,1,12533,13,0,0,5626,Male,44,Adult
1149,34562,0,1,1,1,1770,9,250,3,5622,Female,21,Young
1150,144570,0,4,1,1,49052,15,0,0,5617,Male,73,Senior
1151,24813,0,1,1,1,4066,10,0,0,5225,Female,50,Adult
1152,48803,0,5,1,1,72129,14,0,0,5107,Male,41,Adult
1153,22116,0,3,1,1,20809,14,0,0,5463,Female,27,Young
1154,8516,0,1,1,1,0,0,0,0,5566,Female,44,Adult
1155,36079,0,3,1,1,22506,22,150,1,5323,Male,24,Young
1156,16872,0,1,1,1,28964,7,0,0,5479,Male,77,Senior
1157,62895,0,1,1,1,8500,4,0,0,5520,Female,47,Adult
1158,7383,0,1,1,1,7225,11,2750,7,5238,Male,44,Adult
1159,2261,0,1,1,1,15062,2,0,0,5556,Male,39,Adult
1160,66950,0,1,1,1,17303,20,2000,8,5464,Female,31,Adult
1161,84856,0,1,2,1,6894,13,0,0,5547,Female,42,Adult
1162,71128,2919,1,1,1,17950,17,4450,11,5162,Female,79,Senior
1163,39654,0,1,1,1,1625,6,0,0,5518,Female,38,Adult
1164,25214,0,1,1,1,1000,1,0,0,5598,Female,29,Young
1165,48775,0,3,1,1,17494,15,0,0,5588,Female,64,Senior
1166,81952,0,5,1,1,64754,22,0,0,5427,Male,67,Senior
1167,46535,0,3,1,1,25891,14,150,1,5399,Male,36,Adult
1168,23130,0,1,1,1,5032,10,0,0,5500,Female,66,Senior
1169,100443,0,3,1,1,12744,21,0,0,5492,Male,47,Adult
1170,139664,0,5,1,1,63706,14,0,0,5505,Female,56,Senior
1171,31769,0,1,1,1,0,0,0,0,5464,Male,25,Young
1172,60170,0,3,1,1,17235,14,0,0,5351,Male,72,Senior
1173,33373,0,1,1,1,0,0,0,0,5427,Female,30,Young
1174,59385,0,3,1,1,22914,11,0,0,5476,Female,29,Young
1175,210040,0,5,1,1,77333,39,0,0,5517,Female,30,Young
1176,23379,0,2,1,1,11712,25,0,0,5499,Male,25,Young
1177,22372,0,3,1,1,14766,12,0,0,4950,Male,59,Senior
1178,23120,0,1,1,1,4231,7,0,0,5615,Female,64,Senior
1179,46157,0,1,1,1,1625,3,500,1,5609,Female,37,Adult
1180,94896,0,4,1,1,38127,15,500,1,5602,Male,49,Adult
1181,12091,0,4,1,1,29271,15,0,0,5609,Female,39,Adult
1182,56451,0,2,1,1,9302,11,0,0,5597,Male,27,Young
1183,106309,0,3,1,1,21873,22,1200,4,5594,Female,28,Young
1184,121853,0,3,1,1,18120,18,2000,4,5589,Male,46,Adult
1185,4137,0,3,1,1,15891,19,0,0,5588,Male,58,Senior
1186,21676,0,3,1,1,15392,15,100,1,5584,Female,67,Senior
1187,36644,0,3,1,1,14506,13,0,0,5583,Female,67,Senior
1188,77102,0,3,1,1,13175,20,1850,6,5581,Female,63,Senior
1189,32214,11148,3,1,1,12717,10,0,0,5576,Female,42,Adult
1190,42351,0,4,1,1,28959,14,0,0,5594,Male,35,Adult
1191,34450,0,1,1,1,26996,7,0,0,5566,Female,37,Adult
1192,4151,0,1,1,1,375,3,0,0,5570,Female,35,Adult
1193,60646,888,5,1,1,57011,18,50,1,5559,Female,26,Young
1194,44331,0,1,1,1,2850,3,350,1,5555,Female,29,Young
1195,76742,0,3,1,1,17910,13,0,0,5547,Male,29,Young
1196,27993,0,1,1,1,6000,3,0,0,5542,Male,32,Adult
1197,67770,0,3,1,1,23960,15,0,0,5539,Male,47,Adult
1198,30554,0,4,1,1,38243,25,0,0,5324,Female,49,Adult
1199,123646,0,1,1,1,12450,30,2450,29,5069,Female,58,Senior
1200,837979,0,1,1,1,18372,15,1450,4,5373,Male,45,Adult
1201,6584,0,1,1,1,0,0,0,0,5118,Female,29,Young
1202,17489,0,1,1,1,5565,4,0,0,5380,Male,60,Senior
1203,28941,0,1,1,1,2935,6,0,0,4692,Male,74,Senior
1204,19085,0,1,1,1,827,11,0,0,5244,Male,20,Young
1205,56480,0,4,1,1,35841,31,500,1,5401,Male,77,Senior
1206,8320,0,1,1,1,0,0,0,0,5164,Male,26,Young
1207,13640,0,1,1,1,1500,5,0,0,4923,Male,50,Adult
1208,14739,0,1,1,1,1800,4,800,3,5332,Male,25,Young
1209,30594,0,1,1,1,3250,12,0,0,5017,Female,69,Senior
1210,11162,0,1,1,1,0,0,0,0,4950,Male,70,Senior
1211,15964,0,1,1,1,0,0,0,0,5325,Female,66,Senior
1213,5583,0,1,1,1,3147,14,0,0,5365,Male,39,Adult
1214,38822,0,1,1,1,2000,9,0,0,5304,Male,59,Senior
1215,2305,0,1,1,1,0,0,0,0,5105,Female,33,Adult
1216,39372,0,1,1,1,4296,10,0,0,5190,Male,35,Adult
1217,25125,0,1,1,1,1875,8,0,0,5147,Female,76,Senior
1218,10288,0,1,1,1,1250,3,0,0,5532,Male,79,Senior
1219,135149,0,1,1,1,15300,19,3800,17,5267,Male,67,Senior
1220,4916,0,1,1,1,900,3,800,2,5107,Female,56,Senior
1221,163976,0,4,1,1,39098,18,2594,4,4922,Male,46,Adult
1222,207021,0,1,1,1,3600,4,100,1,5412,Female,58,Senior
1223,104442,0,4,1,1,38180,23,1450,5,5029,Female,29,Young
1224,131992,0,3,1,1,12504,16,0,0,5372,Female,49,Adult
1225,2278,0,1,1,1,0,0,0,0,5175,Female,58,Senior
1226,34086,0,3,1,1,19669,18,1500,3,5344,Male,60,Senior
1227,8740,0,1,1,1,1250,3,0,0,5395,Male,63,Senior
1228,241918,0,4,1,1,40945,13,0,0,5379,Male,31,Adult
1229,26748,0,3,1,1,11981,14,0,0,5408,Male,27,Young
1230,65969,0,1,1,1,2550,5,1050,3,5419,Female,24,Young
1231,10009,0,1,1,1,0,0,0,0,5353,Female,64,Senior
1232,378759,0,1,1,1,28904,9,2303,4,5408,Female,39,Adult
1233,40965,10098,1,1,1,9850,11,1850,6,5429,Female,68,Senior
1234,57509,0,4,1,1,52449,19,150,1,5441,Female,21,Young
1235,71503,0,1,1,1,7819,17,0,0,5080,Female,79,Senior
1236,110247,0,3,1,1,13690,16,0,0,5272,Female,23,Young
1237,83572,745,5,1,1,101110,27,1700,5,5231,Female,66,Senior
1238,106234,5124,2,1,1,11160,26,0,0,5238,Female,74,Senior
1239,28205,0,5,1,1,101685,16,0,0,5267,Male,43,Adult
1240,7239,0,3,1,1,15835,15,0,0,5343,Male,51,Senior
1241,63638,0,1,1,1,0,0,0,0,5155,Female,27,Young
1242,31967,0,1,1,1,1600,4,350,2,5101,Male,26,Young
1243,97752,0,1,1,1,3676,10,0,0,5309,Male,21,Young
1244,8327,0,1,1,1,0,0,0,0,5268,Male,76,Senior
1245,10179,0,2,1,1,5321,15,0,0,4989,Male,39,Adult
1246,23786,0,1,1,1,16950,4,0,0,5364,Male,64,Senior
1247,33020,0,1,1,1,6155,25,1500,3,5322,Male,43,Adult
1248,35316,0,1,1,1,1250,4,500,1,5330,Male,40,Adult
1249,146086,0,1,1,1,6950,17,6950,17,5345,Female,48,Adult
1250,15352,0,1,1,1,1350,4,0,0,5359,Female,66,Senior
1251,13522,0,1,1,1,5000,1,0,0,5162,Male,63,Senior
1252,13949,0,1,1,1,0,0,0,0,5374,Female,63,Senior
1253,99405,0,1,1,1,14150,11,2150,9,5400,Female,70,Senior
1254,50016,0,3,1,1,13495,14,0,0,4548,Female,29,Young
1255,23696,0,2,1,1,5577,10,0,0,5531,Male,49,Adult
1256,55384,967,1,1,1,0,0,0,0,5309,Male,56,Senior
1257,166465,0,4,1,4,98717,30,0,0,5531,Male,33,Adult
1258,95207,0,3,1,1,30652,30,2348,8,5531,Male,55,Senior
1259,80431,0,1,1,1,2150,2,150,1,5531,Female,68,Senior
1260,49288,0,3,1,1,12538,19,600,2,5353,Male,19,Young
1261,81291,0,2,1,1,10522,14,1430,1,5154,Female,59,Senior
1262,48877,0,2,1,1,11761,35,371,2,5371,Female,75,Senior
1263,164884,0,4,1,1,35226,18,1734,2,5283,Female,41,Adult
1264,29707,0,1,1,1,300,3,0,0,5275,Female,72,Senior
1265,26325,0,2,1,1,14559,20,1310,2,5521,Female,35,Adult
1266,28553,0,3,1,1,13844,5,0,0,5517,Male,70,Senior
1267,152421,0,3,1,1,17045,20,500,1,5510,Female,21,Young
1268,17699,0,1,1,1,0,0,0,0,5505,Female,40,Adult
1269,70565,2408,1,1,1,25261,15,750,2,5499,Male,50,Adult
1270,15450,0,1,1,1,50,1,50,1,5499,Female,52,Senior
1271,71736,0,5,1,1,53602,25,50,1,5485,Male,76,Senior
1272,37926,0,3,1,1,25153,7,0,0,5845,Female,64,Senior
1273,58628,0,3,1,1,22581,13,0,0,5471,Female,23,Young
1274,31007,0,1,1,1,5700,6,1200,4,5465,Female,64,Senior
1275,11494,0,1,1,1,8425,15,4700,11,5487,Female,55,Senior
1276,27469,0,1,1,1,1,3,0,0,5461,Male,64,Senior
1277,44760,0,1,1,1,3105,6,100,2,5455,Female,59,Senior
1278,7210,0,1,1,1,2402,13,0,0,5449,Female,34,Adult
1279,92402,0,4,1,1,40825,14,0,0,5443,Male,20,Young
1280,22831,0,1,1,1,4500,15,0,0,5442,Male,68,Senior
1281,59113,0,4,1,1,46808,32,0,0,5435,Male,79,Senior
1282,24608,0,5,1,1,62774,21,0,0,5430,Female,41,Adult
1283,16103,0,1,3,1,10819,13,0,0,5427,Male,56,Senior
1284,51261,0,1,1,1,2000,4,2000,4,4904,Male,41,Adult
1285,24698,0,1,1,1,1329,5,500,1,4267,Male,26,Young
1286,88177,0,5,1,1,53468,19,400,1,5080,Female,77,Senior
1287,74453,0,1,1,1,5500,3,0,0,5181,Male,59,Senior
1288,39601,0,1,1,1,4066,12,0,0,5434,Male,29,Young
1289,1227,0,1,1,1,0,0,0,0,5786,Female,26,Young
1290,138254,0,1,1,1,24100,9,0,0,5420,Female,42,Adult
1291,18046,0,1,1,1,162,4,0,0,5416,Male,67,Senior
1292,108395,0,2,1,1,8598,8,0,0,5416,Male,66,Senior
1293,21839,0,1,1,1,1375,4,0,0,5411,Female,62,Senior
1294,11542,0,4,1,1,49100,16,1500,3,5405,Female,31,Adult
1295,41648,0,4,1,1,32117,35,2200,5,5408,Male,52,Senior
1296,39908,0,4,1,1,45824,29,0,0,5394,Male,19,Young
1297,14889,0,1,1,1,1500,2,0,0,5393,Female,30,Young
1298,103796,0,5,1,1,63335,26,250,1,5021,Female,43,Adult
1299,69323,0,1,1,1,5140,2,0,0,4786,Male,50,Adult
1300,21599,0,2,1,1,5561,13,0,0,5302,Female,37,Adult
1301,60936,0,5,1,1,56381,17,0,0,5051,Male,65,Senior
1302,148053,0,1,1,1,10250,2,250,1,5301,Female,72,Senior
1303,10702,0,1,1,1,200,2,200,2,5272,Female,29,Young
1304,249,0,1,1,1,1000,1,0,0,5204,Male,31,Adult
1305,36290,0,1,1,1,8600,13,2600,9,5111,Female,70,Senior
1306,157416,0,5,1,1,67795,16,0,0,5132,Female,51,Senior
1307,1511,0,1,1,1,2250,11,0,0,5051,Male,65,Senior
1308,184701,0,4,1,1,45629,13,500,1,4989,Female,56,Senior
1309,139298,0,1,1,1,0,0,0,0,4965,Female,47,Adult
1310,82380,0,1,1,1,2601,13,0,0,5071,Male,79,Senior
1311,115591,867,1,1,1,9500,20,2500,16,4967,Male,33,Adult
1312,107333,0,1,1,1,4374,5,1874,4,5063,Male,39,Adult
1313,737514,0,3,1,4,43993,40,2150,7,5030,Female,23,Young
1314,23023,0,1,1,1,0,0,0,0,5087,Female,79,Senior
1315,43403,1846,1,1,1,3350,12,3350,12,3930,Male,43,Adult
1316,15719,0,2,1,1,5740,13,0,0,4974,Female,45,Adult
1317,128676,0,1,1,1,8500,3,0,0,5164,Female,43,Adult
1318,8836,0,1,1,1,4788,6,808,3,4544,Female,44,Adult
1319,94875,0,5,1,1,58314,25,800,7,4736,Male,57,Senior
1320,27243,0,2,1,1,6785,12,0,0,4606,Male,66,Senior
1321,64969,0,1,1,1,1135,13,0,0,4996,Female,37,Adult
1322,6112,0,1,1,1,0,0,0,0,5072,Female,22,Young
1323,71784,0,4,1,1,39276,20,0,0,4936,Female,56,Senior
